1,1,1,1,1,NULL,NULL,1
2,2,1,1,1,NULL,NULL,2
3,3,1,1,1,NULL,NULL,3
4,4,1,1,1,NULL,NULL,3
5,5,1,1,1,NULL,NULL,3
6,6,1,1,1,NULL,NULL,3
7,7,1,1,1,NULL,NULL,3
8,8,1,1,1,NULL,NULL,3
9,9,1,1,1,NULL,NULL,3
10,10,1,1,1,NULL,NULL,3
11,11,1,1,1,NULL,NULL,3
12,12,1,1,1,NULL,NULL,3
13,13,1,1,1,NULL,NULL,3
14,14,1,1,1,NULL,NULL,3
15,15,1,1,1,NULL,NULL,3
16,16,1,1,1,NULL,NULL,3
17,17,1,1,1,NULL,NULL,3
18,18,1,1,1,NULL,NULL,3
19,19,1,1,1,NULL,NULL,3
20,20,1,1,1,NULL,NULL,3
21,21,1,1,1,NULL,NULL,3
22,22,1,1,1,NULL,NULL,3
23,23,1,1,1,NULL,NULL,3
24,24,1,1,1,NULL,NULL,3
25,25,1,1,1,NULL,NULL,3
26,26,1,1,1,NULL,NULL,3
27,27,1,1,1,NULL,NULL,3
28,28,1,1,1,NULL,NULL,3
29,29,1,1,1,NULL,NULL,3
30,30,1,1,1,NULL,NULL,3
31,31,1,1,1,NULL,NULL,3
32,32,1,1,1,NULL,NULL,3
33,33,1,1,1,NULL,NULL,3
34,34,1,1,1,NULL,NULL,3
35,35,1,1,1,NULL,NULL,3
36,36,1,1,1,NULL,NULL,3
37,37,1,1,1,NULL,NULL,3
38,38,1,1,1,NULL,NULL,3
39,39,1,1,1,NULL,NULL,4
40,40,1,1,1,NULL,NULL,4
41,41,1,1,1,NULL,NULL,4
42,42,1,1,1,NULL,NULL,4
43,43,1,1,1,NULL,NULL,4
44,44,1,1,1,NULL,NULL,4
45,45,1,1,1,NULL,NULL,4
46,46,1,1,1,NULL,NULL,4
47,47,1,1,1,NULL,NULL,4
48,48,1,1,1,NULL,NULL,4
49,49,1,1,1,NULL,NULL,5
50,50,1,1,1,NULL,NULL,5
51,51,1,1,1,NULL,NULL,5
52,52,1,1,1,NULL,NULL,5
53,53,1,1,1,NULL,NULL,5
54,54,1,1,1,NULL,NULL,5
55,55,1,1,1,NULL,NULL,5
56,56,1,1,1,NULL,NULL,5
57,57,1,1,1,NULL,NULL,5
58,58,1,1,1,NULL,NULL,5
59,59,1,1,1,NULL,NULL,5
60,60,1,1,1,NULL,NULL,5
61,61,1,1,1,NULL,NULL,5
62,62,1,1,1,NULL,NULL,5
63,63,1,1,1,NULL,NULL,5
64,64,1,1,1,NULL,NULL,5
65,65,1,1,1,NULL,NULL,5
66,66,1,1,2,NULL,NULL,NULL
67,67,1,1,2,NULL,NULL,NULL
68,68,1,1,2,NULL,NULL,NULL
69,69,1,1,2,NULL,NULL,NULL
70,70,1,1,2,NULL,NULL,NULL
71,71,1,1,2,NULL,NULL,NULL
72,72,1,1,2,NULL,NULL,NULL
73,73,1,1,2,NULL,NULL,NULL
74,74,1,1,2,NULL,NULL,NULL
75,75,1,1,2,NULL,NULL,NULL
76,76,1,1,2,NULL,NULL,NULL
77,77,1,1,2,NULL,NULL,NULL
78,78,1,1,2,NULL,NULL,NULL
79,79,1,1,2,NULL,NULL,NULL
80,80,1,1,2,NULL,NULL,NULL
81,81,1,1,2,NULL,NULL,NULL
82,82,1,1,2,NULL,NULL,NULL
83,83,1,1,2,NULL,NULL,NULL
84,84,1,1,2,NULL,NULL,NULL
85,85,1,1,2,NULL,NULL,NULL
86,86,1,1,2,NULL,NULL,NULL
87,87,1,1,2,NULL,NULL,NULL
88,88,1,1,2,NULL,NULL,NULL
89,89,1,1,2,NULL,NULL,NULL
90,90,1,1,2,NULL,NULL,NULL
91,91,1,1,2,NULL,NULL,NULL
92,92,1,1,2,NULL,NULL,NULL
93,93,1,1,2,NULL,NULL,6
94,94,1,1,2,NULL,NULL,6
95,95,1,1,2,NULL,NULL,NULL
96,96,1,1,2,NULL,NULL,NULL
97,97,1,1,2,NULL,NULL,NULL
98,98,1,1,2,NULL,NULL,7
99,99,1,1,2,NULL,NULL,NULL
100,100,1,1,2,1,NULL,8
101,101,1,1,3,NULL,NULL,NULL
102,102,1,1,3,NULL,NULL,NULL
103,103,1,1,4,NULL,NULL,5
104,104,1,1,4,NULL,NULL,5
105,105,1,1,4,NULL,NULL,5
106,106,1,1,4,NULL,NULL,5
107,107,1,1,4,NULL,NULL,5
108,108,1,1,4,NULL,NULL,5
109,109,1,1,4,NULL,NULL,5
110,110,1,1,4,NULL,NULL,5
111,111,1,1,4,NULL,NULL,5
112,112,1,1,4,NULL,NULL,5
113,113,1,1,4,NULL,NULL,5
114,114,1,1,4,NULL,NULL,5
115,115,1,1,4,NULL,NULL,5
116,116,1,1,4,NULL,NULL,5
117,117,1,1,4,NULL,NULL,5
118,118,1,1,4,NULL,NULL,5
119,119,1,1,4,NULL,NULL,5
120,120,1,1,4,NULL,NULL,5
121,121,1,1,4,NULL,NULL,5
122,122,1,1,4,NULL,NULL,5
123,123,1,1,4,NULL,NULL,5
124,124,1,1,4,NULL,NULL,5
125,125,1,1,4,NULL,NULL,5
126,126,1,1,4,NULL,NULL,5
127,127,1,1,4,NULL,NULL,5
128,128,1,1,4,NULL,NULL,5
129,129,1,1,4,NULL,NULL,5
130,130,1,1,4,NULL,NULL,5
131,131,1,1,4,NULL,NULL,5
132,132,1,1,4,NULL,NULL,5
133,133,1,1,4,NULL,NULL,5
134,134,1,1,4,NULL,NULL,5
135,135,1,1,4,NULL,NULL,5
136,136,1,1,4,NULL,NULL,5
137,137,1,1,4,NULL,NULL,5
138,138,1,1,4,NULL,NULL,5
139,139,1,1,4,NULL,NULL,5
140,140,1,1,4,NULL,NULL,5
141,141,1,1,4,NULL,NULL,5
142,142,1,1,4,NULL,NULL,5
143,143,1,1,4,NULL,NULL,5
144,144,1,1,4,NULL,NULL,5
145,145,1,1,4,NULL,NULL,5
146,146,1,1,4,NULL,NULL,5
147,147,1,1,4,NULL,NULL,5
148,148,1,1,4,NULL,NULL,5
149,149,1,1,4,NULL,NULL,5
150,150,1,1,4,NULL,NULL,5
151,151,1,1,4,NULL,NULL,5
